,NDBI1
0,0.4947027266025543
1,0.48112165927886963
2,0.4846203327178955
3,0.5019077062606812
4,0.482061505317688
5,0.45589038729667664
6,0.47033920884132385
7,0.4661281108856201
8,0.491293728351593
9,0.5002454519271851
10,0.5095080137252808
11,0.4716029167175293
12,0.4729855954647064
13,0.48722219467163086
14,0.4755356013774872
15,0.4877989888191223
16,0.4948970377445221
17,0.4761119782924652
18,0.4789094030857086
19,0.4891258776187897
20,0.48611167073249817
21,0.4846954941749573
22,0.4868392050266266
23,0.4756828248500824
24,0.4976796507835388
25,0.478288859128952
26,0.4760483503341675
27,0.4694107472896576
28,0.4824570119380951
29,0.48822569847106934
30,0.46760720014572144
31,0.4993138015270233
32,0.48052316904067993
33,0.48258543014526367
34,0.48596319556236267
35,0.4995056688785553
36,0.5029378533363342
37,0.5038021802902222
38,0.4974927604198456
39,0.49726465344429016
40,0.47332751750946045
41,0.46280914545059204
42,0.47264835238456726
43,0.46961045265197754
44,0.47925588488578796
45,0.4850028157234192
46,0.4656020700931549
47,0.4757922291755676
48,0.4584159255027771
49,0.44791847467422485
50,0.453267365694046
51,0.4582688510417938
52,0.43657386302948
53,0.44793111085891724
54,0.43257033824920654
55,0.4465467929840088
56,0.43647849559783936
57,0.4293133020401001
58,0.4448646306991577
59,0.43892142176628113
60,0.43895137310028076
61,0.45199480652809143
62,0.4502076208591461
63,0.44761234521865845
64,0.4603283405303955
65,0.4328029453754425
66,0.45359766483306885
67,0.46272942423820496
68,0.4656215310096741
69,0.45792871713638306
70,0.4624994099140167
71,0.45647886395454407
72,0.4382001757621765
73,0.4411417841911316
74,0.45192593336105347
75,0.4326187074184418
76,0.4220181703567505
77,0.4338410496711731
78,0.41633617877960205
79,0.4299953877925873
80,0.43653473258018494
81,0.4328296184539795
82,0.44194674491882324
83,0.411275714635849
84,0.42847126722335815
85,0.42247274518013
86,0.4171454608440399
87,0.41943562030792236
88,0.4075799882411957
89,0.41748327016830444
90,0.40938541293144226
91,0.4037740230560303
92,0.41538864374160767
93,0.4301644563674927
94,0.41430196166038513
95,0.4147208631038666
96,0.40530088543891907
97,0.40807175636291504
98,0.3967381715774536
99,0.3593105971813202
100,0.37722840905189514
101,0.37780681252479553
102,0.3847515881061554
103,0.3829212784767151
104,0.36725324392318726
105,0.3825315535068512
106,0.37277257442474365
107,0.3496566116809845
108,0.3780466318130493
109,0.3621790409088135
110,0.35117849707603455
111,0.3524666130542755
112,0.3643323481082916
113,0.35569682717323303
114,0.3502231538295746
115,0.33971017599105835
116,0.3290119469165802
117,0.3388333022594452
118,0.3373977243900299
119,0.34229549765586853
120,0.2922287881374359
121,0.21773821115493774
122,0.029649384319782257
123,-0.0786287784576416
124,-0.20276421308517456
125,-0.24220500886440277
126,-0.23786458373069763
127,-0.21420547366142273
128,-0.181102454662323
129,-0.21367032825946808
130,-0.22823216021060944
131,-0.1795213669538498
132,0.14365828037261963
133,0.19459885358810425
134,0.23370175063610077
135,0.2440514713525772
136,0.4724728763103485
137,0.4743819832801819
138,0.46792712807655334
139,0.46039262413978577
140,0.4454975426197052
141,0.4745287597179413
142,0.4828603267669678
143,0.48081472516059875
144,0.4822385609149933
145,0.48460981249809265
146,0.49710896611213684
147,0.4954372048377991
148,0.4856051206588745
149,0.47525349259376526
150,0.46486029028892517
151,0.47531619668006897
152,0.4697648882865906
153,0.4972434341907501
154,0.48486244678497314
155,0.4903891086578369
156,0.47719764709472656
157,0.4986778199672699
158,0.4683305323123932
159,0.4971945583820343
160,0.5017786026000977
161,0.4901130795478821
162,0.48007985949516296
163,0.4819394052028656
164,0.4987146854400635
165,0.48374274373054504
166,0.4699321985244751
167,0.4791492521762848
168,0.4725605249404907
169,0.4681006371974945
170,0.474220871925354
171,0.48166608810424805
172,0.4646790027618408
173,0.48581913113594055
174,0.4849526584148407
175,0.4909334182739258
176,0.4810734689235687
177,0.48504695296287537
178,0.4611227214336395
179,0.45971283316612244
180,0.47921279072761536
181,0.4807667136192322
182,0.44707879424095154
183,0.4629857540130615
184,0.4610470235347748
185,0.46577560901641846
186,0.46250951290130615
187,0.44932499527931213
188,0.43727338314056396
189,0.4317481219768524
190,0.42700737714767456
191,0.4397262930870056
192,0.4424454867839813
193,0.44564932584762573
194,0.44010046124458313
195,0.4660011827945709
196,0.47639599442481995
197,0.46937111020088196
198,0.47456300258636475
199,0.47432470321655273
200,0.4615640640258789
201,0.4514179527759552
202,0.45081716775894165
203,0.4738747477531433
204,0.4594854414463043
205,0.4435020685195923
206,0.4505939185619354
207,0.4364703297615051
208,0.44793134927749634
209,0.4343276917934418
210,0.43377792835235596
211,0.4174240529537201
212,0.4434278607368469
213,0.4555603861808777
214,0.4496104121208191
215,0.4309225380420685
216,0.4269794225692749
217,0.4410645663738251
218,0.4311593174934387
219,0.43873417377471924
220,0.44841864705085754
221,0.41615524888038635
222,0.3908452093601227
223,0.41024142503738403
224,0.41160497069358826
225,0.39785337448120117
226,0.3822298049926758
227,0.3974023759365082
228,0.394549161195755
229,0.40131181478500366
230,0.4109688997268677
231,0.4080606698989868
232,0.40250977873802185
233,0.3958444893360138
234,0.36387863755226135
235,0.3685665726661682
236,0.36518386006355286
237,0.3595256805419922
238,0.38203564286231995
239,0.35832279920578003
240,0.3754905164241791
241,0.37656012177467346
242,0.39072272181510925
243,0.37965115904808044
244,0.3635101914405823
245,0.36928462982177734
246,0.3530164659023285
247,0.35892945528030396
248,0.3762844502925873
249,0.3762574791908264
250,0.34382227063179016
251,0.33075886964797974
252,0.3444724678993225
253,0.33089151978492737
254,0.3503606617450714
255,0.34093865752220154
256,0.2997753322124481
257,0.31340140104293823
258,0.20914995670318604
259,0.11824200302362442
260,-0.08786053955554962
261,-0.15615862607955933
262,-0.15406189858913422
263,-0.1441170573234558
264,-0.10568155348300934
265,0.02183065190911293
