,NDBI1
0,0.0003315177164040506
1,-0.024472791701555252
2,-0.006886912044137716
3,0.016138309612870216
4,0.03529668599367142
5,0.03952454403042793
6,-0.004767968785017729
7,-0.004206859041005373
8,0.01872633770108223
9,0.02477145567536354
10,0.04689645767211914
11,0.036160193383693695
12,0.052090730518102646
13,0.05340460315346718
14,-0.002486579120159149
15,-0.01776645891368389
16,0.004572817124426365
17,0.011165698990225792
18,0.031300026923418045
19,0.03752521798014641
20,0.03485855460166931
21,0.028190195560455322
22,-0.00835774652659893
23,-0.03710736334323883
24,-0.027739426121115685
25,-0.05539625138044357
26,0.010486606508493423
27,0.042449381202459335
28,0.042449381202459335
29,0.04060615226626396
30,0.027874363586306572
31,0.015577145852148533
32,0.011574769392609596
33,-0.008974519558250904
34,-0.018484536558389664
35,-0.015311678871512413
36,-0.013862697407603264
37,0.008797699585556984
38,0.014658774249255657
39,0.018249114975333214
40,0.03347064182162285
41,0.04056963697075844
42,0.022677375003695488
43,-0.0011424925178289413
44,-0.01798461191356182
45,-0.025018762797117233
46,-0.020298220217227936
47,0.0012216290924698114
48,-0.022733286023139954
49,-0.05309366434812546
50,-0.023072384297847748
51,0.008442127145826817
52,0.00963420607149601
53,0.017069654539227486
54,-0.0066641694866120815
55,-0.0321168415248394
56,0.007336210459470749
57,0.030489450320601463
58,0.04577849060297012
59,0.043694254010915756
60,0.03485151380300522
61,0.02276409976184368
62,0.03151705488562584
63,0.04323680326342583
64,0.040414176881313324
65,0.039858024567365646
66,0.05900286138057709
67,0.04319438338279724
68,0.0241771899163723
69,0.008835630491375923
70,0.004145179875195026
71,0.004145179875195026
72,0.019866788759827614
73,0.03842240199446678
74,0.04043729230761528
75,0.030011840164661407
76,-0.006039685569703579
77,-0.03366983309388161
78,-0.023438096046447754
79,-0.008277884684503078
80,-0.04376982897520065
81,0.014151236973702908
82,0.03207172825932503
83,0.03989489749073982
84,0.022273486480116844
85,0.002131138928234577
86,-0.01296953484416008
87,-0.03086894191801548
88,-0.0069636451080441475
89,0.002199731767177582
90,0.0026478939689695835
91,0.02147863246500492
92,0.019477680325508118
93,0.02487153746187687
94,0.02344537153840065
95,0.01788773015141487
96,0.0010007587261497974
97,-0.02448130026459694
98,-0.018919935449957848
99,-0.010198689065873623
100,0.004936411511152983
101,0.013783562928438187
102,-0.010458283126354218
103,-0.028141438961029053
104,-0.0194707028567791
105,-0.00031126264366321266
106,0.015548988245427608
107,0.026934610679745674
108,0.011520247906446457
109,-0.010580074042081833
110,0.02960718795657158
111,0.034752681851387024
112,0.055470969527959824
113,0.055470969527959824
114,0.06113580986857414
115,0.07495971769094467
116,0.06900431960821152
117,0.0544445663690567
118,0.028179029002785683
119,0.030050128698349
120,0.039511896669864655
121,0.048097286373376846
122,0.020911267027258873
123,0.01817392185330391
124,0.0036499048583209515
125,0.006993339862674475
126,-0.005791290197521448
127,-0.007751899305731058
128,0.007023880258202553
129,0.0025566488038748503
130,0.009571810252964497
131,0.004276488441973925
132,0.004197150468826294
133,0.017113851383328438
134,-0.002841123379766941
135,0.0028028711676597595
136,0.014689192175865173
137,0.022197486832737923
138,0.013738679699599743
139,-0.0007560226949863136
140,-0.023667972534894943
141,-0.01806795783340931
142,0.006802192889153957
143,0.019215838983654976
144,0.02259228378534317
145,0.026923716068267822
146,0.024156883358955383
147,0.020454779267311096
148,-0.0029082035180181265
149,-0.013982992619276047
150,-0.011448808014392853
151,-0.011448808014392853
152,-0.014833864755928516
153,0.0018110097153112292
154,0.017231805250048637
155,0.02244449406862259
156,0.010670905001461506
157,-0.0010508049745112658
158,0.0045323180966079235
159,0.0015306402929127216
160,0.022601952776312828
161,0.030459534376859665
162,0.013372528366744518
163,-0.0007306759944185615
164,-0.02006538026034832
165,0.021386336535215378
166,0.04244621843099594
167,0.0473301038146019
168,0.0626346543431282
169,0.06788934022188187
170,0.032703787088394165
171,0.03018181025981903
172,0.04702141135931015
173,0.0497756227850914
174,0.030633429065346718
175,0.03336173668503761
176,-0.00038939714431762695
177,-0.011088205501437187
178,0.013858625665307045
179,0.0009550161776132882
180,-0.017844276502728462
181,0.005633814726024866
182,-0.015835309401154518
183,-0.015801411122083664
184,0.002395146992057562
185,0.01000419445335865
186,0.0010313985403627157
187,0.020404836162924767
188,0.02547752857208252
189,0.025449462234973907
190,0.02135816402733326
191,0.0209663026034832
192,0.02574888803064823
193,0.01130168978124857
194,0.01130168978124857
195,-0.0063198767602443695
196,-0.002669354435056448
197,0.001807463588193059
198,0.02231007069349289
199,0.03099958412349224
200,0.028725648298859596
201,0.015652626752853394
202,0.00011318191536702216
203,-0.016545213758945465
204,-0.038759831339120865
205,-0.020289918407797813
206,0.0026706806384027004
207,0.007188532967120409
208,-0.0014800520148128271
209,0.0038383009377866983
210,-0.0007178308442234993
211,0.017881862819194794
212,0.01915230043232441
213,0.010384508408606052
214,0.03410566598176956
215,0.02422649972140789
216,0.021425839513540268
217,0.016094176098704338
218,-0.020327378064393997
219,0.018569165840744972
220,0.04408299922943115
221,0.03294728323817253
222,0.045065756887197495
223,0.03709714859724045
224,0.029014455154538155
225,0.04317605122923851
226,0.04688553512096405
227,0.03645345941185951
228,0.03223886713385582
229,0.040371958166360855
230,0.006764473859220743
231,-0.032518915832042694
232,0.01395689882338047
233,-0.008449734188616276
234,-0.00811243150383234
235,0.008937695063650608
236,0.008937695063650608
237,0.003603746648877859
238,0.008966627530753613
239,0.010818079113960266
240,0.00731294509023428
241,0.009443319402635098
242,0.01414682250469923
243,0.03094562701880932
244,0.027887053787708282
245,0.013807757757604122
246,0.02519649639725685
247,0.01975916139781475
248,0.0027812435291707516
249,-0.019354529678821564
250,-0.011899587698280811
251,-0.0032952455803751945
252,0.0011684796772897243
253,0.010559715330600739
254,0.01237945631146431
255,0.014703365042805672
256,-0.004712685942649841
257,-0.02667926624417305
258,-0.015709837898612022
259,0.015855850651860237
260,0.04311267286539078
261,0.027529176324605942
262,0.03316260874271393
263,0.019539933651685715
264,0.0004607117734849453
265,0.011803936213254929
266,0.01366069819778204
267,0.01950809359550476
268,0.0359710268676281
269,0.029341887682676315
270,0.019445449113845825
271,0.011892667971551418
272,-0.0027340117376297712
273,0.05531428009271622
274,0.05776357278227806
275,0.05678906291723251
276,0.05901503935456276
277,0.043933868408203125
278,0.05083203688263893
279,0.05083203688263893
280,0.043079979717731476
281,0.040954481810331345
282,0.0641690269112587
283,0.06426884979009628
284,0.0345768928527832
285,-0.011747763492166996
286,-0.04294629022479057
287,-0.02705024927854538
288,-0.024070896208286285
289,0.01140508521348238
290,0.03874899446964264
291,0.040795017033815384
292,0.024169953539967537
293,0.03186725825071335
294,0.031005002558231354
295,0.013068213127553463
296,0.018122598528862
297,0.022422438487410545
298,0.02326350100338459
299,0.0021913363598287106
300,-0.011028914712369442
301,-0.004568562377244234
302,-0.026866653934121132
303,-0.02862750180065632
304,-0.015251792035996914
305,0.004553415812551975
306,0.012936010025441647
307,0.016950145363807678
308,0.021813301369547844
309,0.01709138974547386
310,0.0012441965518519282
311,-0.010964028537273407
312,-0.016502223908901215
313,0.01655852422118187
314,0.04128090664744377
315,0.038857780396938324
316,0.022138722240924835
317,0.022138722240924835
318,0.0007759117288514972
319,0.004182083997875452
320,0.01568715088069439
321,0.021794484928250313
322,0.023908665403723717
323,0.030058542266488075
324,0.002019459381699562
325,0.011072339490056038
326,0.01210425328463316
327,0.030832530930638313
328,0.0662117674946785
329,0.0525406114757061
330,0.059456709772348404
331,0.06232167035341263
332,0.05678294226527214
333,0.0564519464969635
334,0.05400678515434265
335,0.06542038172483444
336,0.058836109936237335
337,0.049004632979631424
338,0.032720353454351425
339,0.0018210659036412835
340,-0.03241993859410286
341,-0.05115290731191635
342,-0.047409188002347946
343,-0.009807935915887356
344,0.014327582903206348
345,0.037244006991386414
346,0.03079000860452652
347,0.02990257740020752
348,0.03270507976412773
349,0.021004870533943176
350,0.0050554536283016205
351,-0.007259059697389603
352,-0.0077305748127400875
353,-0.0016585615230724216
354,-0.009268665686249733
355,-0.015788590535521507
356,-0.03693860396742821
357,-0.044358447194099426
358,-0.046882838010787964
359,-0.007623049896210432
360,-0.007623049896210432
361,0.0011089887702837586
362,-0.013369527645409107
363,0.0019165603443980217
364,-0.004307194147258997
365,0.004596753977239132
366,-0.004164107143878937
367,-0.00017066475993487984
368,-0.01121146697551012
369,0.0016151408199220896
370,0.008312022313475609
371,0.0063079590909183025
372,0.008584019728004932
373,0.011622114107012749
374,0.018886547535657883
375,0.011214247904717922
376,0.008845701813697815
377,0.020203419029712677
378,0.00029685566551052034
379,0.022433973848819733
380,0.016794927418231964
381,0.04512869194149971
382,0.053120240569114685
383,0.04785948619246483
384,0.07160819321870804
385,0.06879410892724991
386,0.05915629863739014
387,0.04327459633350372
388,0.018102891743183136
389,0.04222295060753822
390,0.021077489480376244
391,0.026551207527518272
392,0.026051653549075127
393,0.01611489988863468
394,0.015719478949904442
395,-0.013374156318604946
396,-0.06416015326976776
397,-0.028743118047714233
398,0.015308445319533348
399,0.01663215644657612
400,0.023314308375120163
