,NDBI1
0,0.10386238992214203
1,0.10005924850702286
2,0.098691925406456
3,0.09471802413463593
4,0.09444872289896011
5,0.09014773368835449
6,0.08707735687494278
7,0.08608698099851608
8,0.08594921976327896
9,0.08903571218252182
10,0.08988010883331299
11,0.07636941224336624
12,0.07636941224336624
13,0.06299096345901489
14,0.08142432570457458
15,0.09556663036346436
16,0.09421347081661224
17,0.09439537674188614
18,0.0973992869257927
19,0.0913948267698288
20,0.06390948593616486
21,0.004557857755571604
22,-0.023540230467915535
23,-0.029563767835497856
24,0.00503186322748661
25,-0.02947930432856083
26,-0.11546748876571655
27,-0.07901369035243988
28,-0.017957450821995735
29,-0.03144131600856781
30,-0.005536853335797787
31,0.023420987650752068
32,0.026297567412257195
33,0.026015430688858032
34,0.027571523562073708
35,0.028026437386870384
36,0.024685673415660858
37,0.013896849937736988
38,-0.0010641998378559947
39,-0.0010641998378559947
40,-0.0009674407774582505
41,0.013224499300122261
42,0.010197972878813744
43,0.0005796084296889603
44,0.004406681749969721
45,-0.008084204979240894
46,0.0001804118073778227
47,0.012236488983035088
48,0.008395286276936531
49,0.005144944880157709
50,0.01184913981705904
51,0.021989891305565834
52,0.0280601903796196
53,0.028245678171515465
54,0.11054260283708572
55,0.10416322201490402
56,0.09803499281406403
57,0.09107362478971481
58,0.08882653713226318
59,0.08974388986825943
60,0.09088712185621262
61,0.09345928579568863
62,0.09345928579568863
63,0.10160531103610992
64,0.10698041319847107
65,0.10292211920022964
66,0.0986124575138092
67,0.08745540678501129
68,0.08657854050397873
69,0.09121808409690857
70,0.0925663486123085
71,0.09464146941900253
72,0.09190653264522552
73,0.07824511080980301
74,0.034522391855716705
75,-0.023205310106277466
76,-0.03389517217874527
77,-0.0225957203656435
78,0.007009301800280809
79,-0.030621767044067383
80,-0.11082470417022705
81,-0.09732494503259659
82,-0.051416318863630295
83,-0.029856298118829727
84,0.015163383446633816
85,0.026428911834955215
86,0.01763366162776947
87,0.021751124411821365
88,0.022208260372281075
89,0.022208260372281075
90,0.022773636505007744
91,0.015996431931853294
92,-0.0026370228733867407
93,-0.009887476451694965
94,-0.016614755615592003
95,-0.016591694205999374
96,-0.015258533880114555
97,-0.01003155019134283
98,-0.014866307377815247
99,-0.01563575677573681
100,-0.013177475892007351
101,-0.012813588604331017
102,-0.011617577634751797
103,-0.0004349665832705796
104,0.01035675872117281
105,0.016363928094506264
106,0.020307907834649086
107,0.02379920706152916
108,0.10690850019454956
109,0.10164596885442734
110,0.0997941717505455
111,0.09651955962181091
112,0.09651955962181091
113,0.09701373428106308
114,0.09613892436027527
115,0.09855189919471741
116,0.10044494271278381
117,0.10345577448606491
118,0.11125186830759048
119,0.1117447093129158
120,0.10672836750745773
121,0.09264972805976868
122,0.0861184298992157
123,0.08884260803461075
124,0.08606000244617462
125,0.08494020998477936
126,0.08133314549922943
127,0.06773504614830017
128,0.021689044311642647
129,-0.01826418936252594
130,-0.02933639846742153
131,-0.006455274298787117
132,0.008933085948228836
133,-0.03543156757950783
134,-0.11516309529542923
135,-0.13709118962287903
136,-0.053768910467624664
137,-0.02638867124915123
138,-0.0009771810146048665
139,-0.0009771810146048665
140,0.003160602878779173
141,-0.0009627752006053925
142,0.007908781990408897
143,0.004809066653251648
144,0.007209734991192818
145,0.007092946209013462
146,0.008623581379652023
147,-0.007361915428191423
148,-0.011245843954384327
149,-0.013974105007946491
150,-0.02050415612757206
151,-0.016194313764572144
152,-0.015662891790270805
153,-0.020280977711081505
154,-0.027104495093226433
155,-0.02721262350678444
156,-0.021021582186222076
157,-0.0006585592636838555
158,0.0035080648958683014
159,0.005224756896495819
160,0.004132784903049469
161,0.012477187439799309
162,0.11051095277070999
163,0.10561133176088333
164,0.10146081447601318
165,0.09815861284732819
166,0.09565584361553192
167,0.09644727408885956
168,0.09768065065145493
169,0.10120926797389984
170,0.10574118793010712
171,0.10540854185819626
172,0.10716769844293594
173,0.11196739971637726
174,0.11268819123506546
175,0.1001189798116684
176,0.0891728326678276
177,0.08774062991142273
178,0.08300209045410156
179,0.08380889892578125
180,0.07933954149484634
181,0.05861888453364372
182,0.012593557126820087
183,-0.014988948591053486
184,-0.015577830374240875
185,0.01562565378844738
186,0.00023150340712163597
187,-0.05506262555718422
188,-0.1308758556842804
189,-0.1308758556842804
190,-0.09259314090013504
191,-0.042696863412857056
192,-0.014939878135919571
193,0.01317763701081276
194,0.005930328741669655
195,-0.003886751364916563
196,-0.002481612144038081
197,-0.006749017164111137
198,-0.010942772962152958
199,-0.015105712227523327
200,-0.012295166030526161
201,-0.01178839709609747
202,-0.01325278915464878
203,-0.02312380261719227
204,-0.020746149122714996
205,-0.012427725829184055
206,-0.012295653112232685
207,-0.021165087819099426
208,-0.023053616285324097
209,-0.017227154225111008
210,0.0029745101928710938
211,0.010250418446958065
212,0.011590090580284595
213,0.015128498896956444
214,0.014902242459356785
215,0.01036886777728796
216,0.10941363871097565
217,0.10766436159610748
218,0.10254453867673874
219,0.10088016837835312
220,0.0988544151186943
221,0.09482152760028839
222,0.09449447691440582
223,0.09485983103513718
224,0.09300632029771805
225,0.09446610510349274
226,0.09981829673051834
227,0.10772465914487839
228,0.10637358576059341
229,0.0943160429596901
230,0.08735524863004684
231,0.08512508869171143
232,0.08248808234930038
233,0.0819941833615303
234,0.07537956535816193
235,0.05453011766076088
236,0.015005826018750668
237,-0.01410827599465847
238,0.0030385165009647608
239,0.0030385165009647608
240,0.02432013489305973
241,-0.019751356914639473
242,-0.10234922915697098
243,-0.13277655839920044
244,-0.04244968667626381
245,-0.03651366010308266
246,0.00805383175611496
247,0.023057539016008377
248,0.02013726904988289
