,NDBI1
0,-0.2104789763689041
1,-0.21407942473888397
2,-0.21407942473888397
3,-0.2126530408859253
4,-0.1985669732093811
5,-0.15169040858745575
6,-0.15169040858745575
7,-0.13000892102718353
8,-0.10394886881113052
9,-0.08934895694255829
10,-0.08934895694255829
11,-0.085811085999012
12,-0.07899150997400284
13,-0.07040011137723923
14,-0.07040011137723923
15,-0.07502950727939606
16,-0.07973212003707886
17,-0.06884460896253586
18,-0.05601337552070618
19,-0.05601337552070618
20,-0.03537117317318916
21,-0.017625411972403526
22,-0.004227800760418177
23,-0.004227800760418177
24,-0.01978941261768341
25,-0.03337898477911949
26,-0.012872797437012196
27,-0.012872797437012196
28,-0.02137632854282856
29,-0.047101397067308426
30,-0.0004661474085878581
31,-0.0004661474085878581
32,0.025887619704008102
33,0.037902578711509705
34,0.017172660678625107
35,0.017172660678625107
36,-0.04906404763460159
37,-0.1223313957452774
38,-0.16037030518054962
39,-0.16037030518054962
40,-0.17697188258171082
41,-0.14771467447280884
42,-0.11555355042219162
43,-0.1025037169456482
44,-0.1025037169456482
45,-0.10047945380210876
46,-0.11070197075605392
47,-0.16232776641845703
48,-0.16232776641845703
49,-0.19410860538482666
50,-0.1712876856327057
51,-0.10909201949834824
52,-0.10909201949834824
53,-0.1377205103635788
54,-0.27250438928604126
55,-0.28342652320861816
56,-0.26398828625679016
57,-0.26398828625679016
58,-0.21548038721084595
59,-0.17010630667209625
60,-0.15005768835544586
61,-0.15005768835544586
62,-0.1337779015302658
63,-0.10721222311258316
64,-0.09027186036109924
65,-0.09027186036109924
66,-0.07750508934259415
67,-0.05658562108874321
68,-0.057195354253053665
69,-0.06753255426883698
70,-0.06753255426883698
71,-0.06571316719055176
72,-0.06483744084835052
73,-0.039133165031671524
74,-0.039133165031671524
75,-0.004939636215567589
76,0.02088680863380432
77,0.016397761180996895
78,0.016397761180996895
79,0.0020231066737324
80,-0.03161487728357315
81,-0.08008518815040588
82,-0.08008518815040588
83,-0.08714170008897781
84,-0.06545694917440414
85,-0.025891270488500595
86,-0.025891270488500595
87,0.015503323636949062
88,0.001091458136215806
89,-0.05239112302660942
90,-0.05239112302660942
91,-0.11507179588079453
92,-0.1759820580482483
93,-0.2007582187652588
94,-0.17371521890163422
95,-0.17371521890163422
96,-0.1514762043952942
97,-0.12844935059547424
98,-0.12740083038806915
99,-0.12740083038806915
100,-0.10885392874479294
101,-0.11102012544870377
102,-0.1218097135424614
103,-0.1218097135424614
104,-0.12903128564357758
105,-0.11621468514204025
106,-0.13607479631900787
107,-0.13607479631900787
108,-0.27354392409324646
109,-0.2779468894004822
110,-0.25765109062194824
111,-0.23158372938632965
112,-0.23158372938632965
113,-0.18060627579689026
114,-0.13950777053833008
115,-0.10580633580684662
116,-0.10580633580684662
117,-0.08388596028089523
118,-0.07530862092971802
119,-0.07038483768701553
120,-0.07038483768701553
121,-0.03233480080962181
122,-0.027027226984500885
123,-0.05500021204352379
124,-0.043791767209768295
125,-0.043791767209768295
126,-0.044115904718637466
127,-0.05270693078637123
128,-0.02006400190293789
129,-0.02006400190293789
130,0.005035359878093004
131,0.0031481124460697174
132,-0.03477287292480469
133,-0.03477287292480469
134,-0.09181217849254608
135,-0.10421553999185562
136,-0.09898174554109573
137,-0.09898174554109573
138,-0.09287998825311661
139,-0.05404636636376381
140,-0.026708826422691345
141,-0.026708826422691345
142,-0.02572113648056984
143,-0.07735821604728699
144,-0.12002888321876526
145,-0.12002888321876526
146,-0.14846092462539673
147,-0.16783517599105835
148,-0.16923938691616058
149,-0.15089614689350128
150,-0.15089614689350128
151,-0.13777977228164673
152,-0.1669950932264328
153,-0.16397681832313538
154,-0.16397681832313538
155,-0.15289728343486786
156,-0.1250019073486328
157,-0.13225157558918
158,-0.13225157558918
159,-0.1365860551595688
160,-0.1292959749698639
161,-0.15152589976787567
162,-0.2410135120153427
163,-0.2410135120153427
164,-0.22764676809310913
165,-0.20667657256126404
166,-0.1781655102968216
167,-0.1781655102968216
168,-0.14315178990364075
169,-0.11760061234235764
170,-0.09757138043642044
171,-0.09757138043642044
172,-0.08651731163263321
173,-0.07105593383312225
174,-0.027165263891220093
175,-0.03421982377767563
176,-0.03421982377767563
177,-0.0685175433754921
178,-0.05472538620233536
179,-0.08136948943138123
180,-0.08136948943138123
181,-0.1237097904086113
182,-0.09364722669124603
183,-0.046489398926496506
184,-0.046489398926496506
185,-0.07732567936182022
186,-0.1270822286605835
187,-0.1381661295890808
188,-0.1381661295890808
189,-0.14278079569339752
190,-0.14793133735656738
191,-0.14321482181549072
192,-0.14321482181549072
193,-0.10205129534006119
194,-0.05524038150906563
195,-0.04765544831752777
196,-0.04765544831752777
197,-0.053988877683877945
198,-0.11038155853748322
199,-0.13015851378440857
200,-0.15769566595554352
201,-0.15769566595554352
202,-0.16920806467533112
203,-0.1777649074792862
204,-0.17027506232261658
205,-0.17027506232261658
206,-0.19797347486019135
207,-0.2055496722459793
208,-0.20263348519802094
209,-0.20263348519802094
210,-0.1837506741285324
211,-0.1695026010274887
212,-0.18634100258350372
213,-0.18634100258350372
214,-0.21087034046649933
215,-0.24401171505451202
216,-0.23598574101924896
217,-0.22384288907051086
218,-0.22384288907051086
219,-0.189711794257164
220,-0.12818919122219086
221,-0.06252662092447281
222,-0.06252662092447281
223,-0.08427304029464722
224,-0.09799091517925262
225,-0.08120957762002945
226,-0.060782596468925476
227,-0.060782596468925476
228,-0.03458287566900253
229,-0.03361232578754425
230,-0.07640019059181213
231,-0.07640019059181213
232,-0.0980968251824379
233,-0.13013672828674316
234,-0.1565474271774292
235,-0.1565474271774292
236,-0.13817188143730164
237,-0.08834051340818405
238,-0.12228482216596603
239,-0.12228482216596603
240,-0.168573260307312
241,-0.15565307438373566
242,-0.15142115950584412
243,-0.15142115950584412
244,-0.15744824707508087
